,id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x7_log,Fat1,Fat2,Fat3,Fat4,Fat5
75,76,Acima de 5 Anos,Indústria de Revista,Pequena (0 to 499),USA/América do Norte,Indireto,"9,9","3,0","6,8","5,0","5,4","5,9","4,8","4,9","7,3","7,6","3,1","4,300000000000001","3,8","7,1","6,6","8,9","63,1",Sim,"1,0986122886681098","-0,6617512258216995","1,0739839878956725","1,0971925284059112","0,14036053997578773","2,079352205362252"
76,77,Menos de 1 Ano,Indústria de Revista,Pequena (0 to 499),Fora da América do Norte,Direto,"7,6","3,6","7,6","4,6","4,7","4,6","5,0","7,4","8,1","6,6","4,5","5,800000000000001","3,9","6,4","6,9","7,5","49,1",Não,"1,2809338454620642","-0,23073158524051565","-1,0016779939590332","2,1382331373255465","0,09345663376716502","1,2649744274113308"
77,78,Entre 1 e 5 Anos,Indústria de Jornal,Pequena (0 to 499),USA/América do Norte,Direto,"9,4","3,8000000000000003","7,0","6,2","4,7","6,5","4,9","8,5","7,3","2,4","4,3","4,5","4,1000000000000005","7,6","7,3","8,0","61,1",Sim,"1,3350010667323402","0,2955208508376838","0,2739095319853206","1,0386530770341784","0,3923332251842261","-1,596567686957514"
78,79,Acima de 5 Anos,Indústria de Revista,Pequena (0 to 499),USA/América do Norte,Direto,"9,3","3,5","6,3","7,6","5,5","7,5","5,9","4,6","6,6","3,1","5,2","4,1","4,6000000000000005","8,9","7,3","8,1","72,1",Sim,"1,252762968495368","1,2304708095259014","1,4175483162680296","0,40959284977232047","0,6830408336956587","-1,2522599790818205"
79,80,Menos de 1 Ano,Indústria de Jornal,Grande (500+),Fora da América do Norte,Indireto,"7,1","3,4","4,9","4,1","4,0","5,0","5,9","7,8","6,1","3,5","2,6","3,1","2,7","5,7","5,8","7,6","44,1",Não,"1,2237754316221157","-1,6700441617894568","0,03529271133285582","0,00020321577889376163","0,38217217969022005","-0,9525858976183627"
80,81,Acima de 5 Anos,Indústria de Revista,Grande (500+),USA/América do Norte,Indireto,"9,9","3,0","7,4","4,8","4,0","5,9","4,8","4,9","5,9","6,9","3,2","4,300000000000001","3,8","7,1","7,9","8,8","63,1",Não,"1,0986122886681098","-0,59812683069976","1,0170463021578966","0,4690260983155933","-0,3361703147984394","1,3041718079242286"
81,82,Acima de 5 Anos,Indústria de Revista,Pequena (0 to 499),USA/América do Norte,Indireto,"8,7","3,2","6,4","4,9","2,4","6,8","4,6","6,8","6,3","5,1","4,3","3,7","4,0","7,4","7,3","8,0","68,1",Sim,"1,1631508098056809","-0,029634710305192873","0,5337946111164705","0,4703777943555257","-0,8567058902216024","-0,12385543873304598"
82,83,Entre 1 e 5 Anos,Indústria de Revista,Pequena (0 to 499),USA/América do Norte,Direto,"8,6","2,9000000000000004","5,8","3,9","2,9","5,6","4,0","6,3","6,1","4,0","2,7","3,0","3,0","6,6","6,1","8,5","53,1",Não,"1,0647107369924285","-1,3626161541651618","0,6488744276533398","0,16721884611543625","-0,9932607257312054","-0,6225887270125645"
83,84,Menos de 1 Ano,Indústria de Jornal,Pequena (0 to 499),Fora da América do Norte,Indireto,"6,4","3,2","6,7","3,6","2,2","2,9","5,0","8,4","7,3","6,5","2,0","3,7","1,6","5,0","5,1","6,5","37,1",Não,"1,1631508098056809","-2,619592920488966","-1,2956460217050838","1,6750212624715695","-0,7239827183523213","0,9823470938328841"
84,85,Entre 1 e 5 Anos,Indústria de Revista,Pequena (0 to 499),USA/América do Norte,Direto,"7,7","2,6","6,7","6,6","1,9","7,2","4,3","5,9","6,5","4,1","4,7","3,9000000000000004","4,3","8,2","7,5","7,7","52,1",Sim,"0,9555114450274363","0,921938975538127","0,2170650383833151","0,7732667240506179","-1,8289015499225156","-0,8216059925496438"
85,86,Menos de 1 Ano,Indústria de Jornal,Grande (500+),Fora da América do Norte,Indireto,"7,5","3,5","4,1","4,5","3,5","4,1","4,5","7,6","4,9","2,8","3,4","5,4","3,4","5,2","6,0","7,2","51,1",Não,"1,252762968495368","-0,6286905995213927","-0,7320230652293745","-1,124542006260117","-0,45577400131253915","-1,524798438773513"
86,87,Menos de 1 Ano,Indústria de Revista,Pequena (0 to 499),Fora da América do Norte,Indireto,"5,0","3,6","1,3","3,0","3,5","4,199999999999999","4,9","8,2","4,3","7,6","2,4","4,800000000000001","3,1","5,2","5,5","6,0","48,1",Não,"1,2809338454620642","-1,6075685903358288","-1,0966483936408506","-2,1253524791007226","-0,24464587684816205","1,5577815601391731"
87,88,Entre 1 e 5 Anos,Indústria de Revista,Pequena (0 to 499),USA/América do Norte,Direto,"7,7","2,6","8,0","6,7","3,5","7,2","4,3","5,9","6,9","7,7","5,1","3,9000000000000004","4,3","8,2","7,6","8,2","52,1",Não,"0,9555114450274363","0,8861528114761362","0,25554671825312614","1,4745096098189188","-1,3609199540057504","1,7014196320716664"
88,89,Entre 1 e 5 Anos,Indústria de Jornal,Pequena (0 to 499),USA/América do Norte,Direto,"9,1","3,6","5,5","5,4","4,2","6,199999999999999","4,6","8,3","6,5","4,1","4,6","4,300000000000001","3,9","7,3","6,5","7,4","59,1",Não,"1,2809338454620642","0,08252630465090531","0,27714204518872654","0,12264987324894906","-0,0035367879832868135","-0,5529047842739931"
89,90,Entre 1 e 5 Anos,Indústria de Jornal,Pequena (0 to 499),Fora da América do Norte,Direto,"5,5","5,5","7,7","7,0","5,6","5,699999999999999","8,2","6,3","7,4","4,9","5,5","6,699999999999999","4,9","8,2","7,6","9,3","59,1",Sim,"1,7047480922384253","1,1803816399355542","-1,1411738195686538","1,9042676815219655","2,195582884781136","-0,3691406042225107"
90,91,Acima de 5 Anos,Indústria de Jornal,Pequena (0 to 499),USA/América do Norte,Indireto,"9,1","3,7","7,0","4,1","4,4","6,3","5,4","7,3","7,5","4,6","4,4","3,0","3,3","7,4","7,9","7,9","58,1",Sim,"1,308332819650179","-0,8741549819052026","0,8157759039500366","1,3851784462472316","0,5636244273890195","-0,15914748560329361"
91,92,Menos de 1 Ano,Indústria de Jornal,Pequena (0 to 499),Fora da América do Norte,Indireto,"7,1","4,2","4,1","2,6","2,1","3,3","4,5","9,9","5,5","3,5","2,0","4,0","2,4","4,8","5,0","6,5","51,1",Não,"1,4350845252893227","-2,3973958755816724","-1,0321043513478279","-0,5935790994561453","-0,2152850896504001","-1,1753996083649423"
92,93,Acima de 5 Anos,Indústria de Jornal,Grande (500+),USA/América do Norte,Direto,"9,2","3,9","4,6","5,3","4,2","8,399999999999999","4,8","7,1","6,2","6,6","4,4","2,6","4,2","7,6","7,5","8,6","72,1",Não,"1,3609765531356006","0,023028486871967485","1,6801105558949114","-0,38432869477094767","0,3844510684894721","0,9131818609455787"
93,94,Acima de 5 Anos,Indústria de Revista,Grande (500+),Fora da América do Norte,Direto,"9,3","3,5","5,4","7,8","4,6","7,5","5,9","4,6","6,4","4,9","4,8","4,1","4,6000000000000005","8,9","7,6","8,9","72,1",Sim,"1,252762968495368","1,1476713131887692","1,4283051350089113","0,03602382975445661","0,42401310842650597","-0,18981601986154326"
94,95,Acima de 5 Anos,Indústria de Jornal,Grande (500+),USA/América do Norte,Indireto,"9,3","3,8000000000000003","4,0","4,6","4,7","6,3999999999999995","5,5","7,4","5,3","4,8","3,6","3,2","3,4","7,7","7,3","8,4","59,1",Sim,"1,3350010667323402","-0,8542505895768644","1,2184771573103992","-1,1246644126588166","0,8106100272099677","-0,1461389459324262"
95,96,Menos de 1 Ano,Indústria de Jornal,Pequena (0 to 499),USA/América do Norte,Direto,"8,6","4,800000000000001","5,6","5,3","2,3","6,0","5,7","6,7","5,8","3,6","4,9","3,6","3,6","7,3","8,1","8,1","50,1",Sim,"1,5686159179138455","-0,1664359401106316","0,6022157224911256","-0,03857504525128336","0,4320060074749962","-1,4649758400565167"
96,97,Menos de 1 Ano,Indústria de Revista,Pequena (0 to 499),Fora da América do Norte,Direto,"7,4","3,4","2,6","5,0","4,1","4,4","4,8","7,2","4,5","6,4","4,2","5,6","3,6999999999999997","6,3","5,5","7,2","48,1",Não,"1,2237754316221157","-0,1409084420274173","-0,5439600217502187","-1,8520979210587478","-0,29161792152309374","0,8328731220530737"
97,98,Menos de 1 Ano,Indústria de Revista,Pequena (0 to 499),USA/América do Norte,Direto,"8,7","3,2","3,3","3,2","3,1","6,1","2,9","5,6","5,0","4,3","3,1","2,9000000000000004","2,5","5,4","7,0","7,7","51,1",Não,"1,1631508098056809","-1,5200137136755107","1,1777983515844617","-1,405157574721854","-1,0869695306166676","-0,5070264355535579"
98,99,Entre 1 e 5 Anos,Indústria de Jornal,Pequena (0 to 499),Fora da América do Norte,Direto,"7,8","4,9","5,8","5,3","5,2","5,3","7,1","7,9","6,0","5,7","4,3","4,9","3,9","6,4","7,1","7,4","61,1",Não,"1,589235205116581","-0,3343987471483353","-0,0954343623843596","0,1416760494993083","1,862987970775898","0,29050910086948295"
99,100,Entre 1 e 5 Anos,Indústria de Jornal,Grande (500+),Fora da América do Norte,Indireto,"7,9","3,0","4,4","5,1","5,9","4,199999999999999","4,8","9,7","5,7","5,8","3,4","5,4","3,5","6,4","7,3","7,0","57,1",Não,"1,0986122886681098","-0,5942106109114965","-0,8668433835277788","-0,6771420555295399","0,13078719213871898","0,9147510075594821"
